id,text,label
5148,woi c4cat banget,toxic
5149,dasar anak ngehe,toxic
5150,brengseklu,toxic
5151,jahat,toxic
5152,kamu tololan,toxic
5153,norak woy,toxic
5154,brengseklu,toxic
5155,edan,toxic
5156,p3malas,toxic
5157,hei biadab,toxic
5158,si paling pembohong beneran,toxic
5159,si taiayam,toxic
5160,brengos,toxic
5161,dasar manusia goblok,toxic
5162,lemot woy,toxic
5163,penipu banget,toxic
5164,berisik sekali,toxic
5165,kamu k3ras kepal4 banget,toxic
5166,payah,toxic
5167,bac0t,toxic
5168,soktau,toxic
5169,parasit,toxic
5170,dasar manusia rese,toxic
5171,oi idiotan,toxic
5172,soktau bro,toxic
5173,5ombong,toxic
5174,nakal,toxic
5175,54mp4h,toxic
5176,pecundang parah,toxic
5177,wahai brengos,toxic
5178,sinting,toxic
5179,oi julid,toxic
5180,taikucing lu,toxic
5181,dasar anak jorok,toxic
5182,kotor,toxic
5183,br3ngs3klu,toxic
5184,keras kepala lu,toxic
5185,kasar,toxic
5186,oi bodoh,toxic
5187,5ombong,toxic
5188,ngehe,toxic
5189,tukangfitnah sekali,toxic
5190,kurangajar,toxic
5191,tukangfitnah,toxic
5192,penipu,toxic
5193,brengseklu woy,toxic
5194,goblok bang,toxic
5195,bangsat woy,toxic
5196,loser cuk,toxic
5197,s0mb0ng,toxic
5198,pembohong,toxic
5199,si kampungan,toxic
5200,ampas ya,toxic
5201,kau keras kepala,toxic
5202,payah,toxic
5203,norak,toxic
5204,setan,toxic
5205,sialan parah,toxic
5206,ng4wur,toxic
5207,nih nakal,toxic
5208,sampah bang,toxic
5209,pemalas kau,toxic
5210,brengseklu abis,toxic
5211,kamu g1la nih,toxic
5212,nyebelin,toxic
5213,tukangfitnah,toxic
5214,kamu kasar,toxic
5215,eh n0rak abis,toxic
5216,stres5,toxic
5217,woi somb0ng woy,toxic
5218,53t4n,toxic
5219,tai beneran,toxic
5220,brengseklu sekali,toxic
5221,lebay,toxic
5222,egois ya,toxic
5223,wahai biadab,toxic
5224,brengsek,toxic
5225,dasar lu 4r0g4n amat,toxic
5226,dasar manusia brengsek,toxic
5227,nih gil4 banget,toxic
5228,hei ng3y3l nih,toxic
5229,nih jul1d bang,toxic
5230,dasar manusia pemb0h0ng bro,toxic
5231,begokan,toxic
5232,si penipu abis,toxic
5233,egois,toxic
5234,kau payah,toxic
5235,oi arogan,toxic
5236,brengos bro,toxic
5237,usel3ss,toxic
5238,si g4ring sekali,toxic
5239,dasar anak n4k4l sih,toxic
5240,sialan,toxic
5241,biadab,toxic
5242,loser,toxic
5243,sampah cuk,toxic
5244,dasar kampr3t sih,toxic
5245,si ny3belin bang,toxic
5246,brengs3k,toxic
5247,hei ngehe sih,toxic
5248,jul1d,toxic
5249,breng5ek,toxic
5250,cacat nih,toxic
5251,ngawur ya,toxic
5252,ngehe,toxic
5253,kotor cuk,toxic
5254,kamu sombong,toxic
5255,kau r3s3 ya,toxic
5256,pembohong nih,toxic
5257,cerewet parah,toxic
5258,cupu,toxic
5259,si jahil ya,toxic
5260,bacot cuk,toxic
5261,wahai k0t0r lu,toxic
5262,wahai munafik nih,toxic
5263,idiot cuk,toxic
5264,kampret abis,toxic
5265,s3tan,toxic
5266,brengsek,toxic
5267,norak bang,toxic
5268,m4l4s,toxic
5269,nor4k,toxic
5270,nih lemot,toxic
5271,alay,toxic
5272,g4r1ng,toxic
5273,ta1kucing,toxic
5274,si sialan,toxic
5275,brengos,toxic
5276,dasar manusia muka dua,toxic
5277,norak kau,toxic
5278,dasar manusia c3rewet abis,toxic
5279,dasar lu pay4h banget,toxic
5280,hei p3ngkhi4nat banget,toxic
5281,dasar manusia 5ampah amat,toxic
5282,b4jingan,toxic
5283,rese banget,toxic
5284,kamu rusak,toxic
5285,oi ngehe,toxic
5286,egois,toxic
5287,kau k4mpr3t bro,toxic
5288,otakudang parah,toxic
5289,nih tolol,toxic
5290,wahai j0rok banget,toxic
5291,munafik beneran,toxic
5292,lebay,toxic
5293,malas,toxic
5294,wahai idiot,toxic
5295,kurangajar amat,toxic
5296,otakudang amat,toxic
5297,busuk,toxic
5298,nyebelin,toxic
5299,50ng0ng,toxic
5300,jahil,toxic
5301,oi si4l4n beneran,toxic
5302,dasar lu id1ot nih,toxic
5303,kau bangsat,toxic
5304,kau cerewet,toxic
5305,kurangajar bang,toxic
5306,hei cacat amat,toxic
5307,ngehe,toxic
5308,si s3t4n woy,toxic
5309,song0ng,toxic
5310,eh pecundang beneran,toxic
5311,dasar manusia norak,toxic
5312,si paling 4l4y amat,toxic
5313,ngehe,toxic
5314,goblokan bang,toxic
5315,kamu muka du4 lu,toxic
5316,wahai br3ngo5 bro,toxic
5317,pemalas sekali,toxic
5318,alay,toxic
5319,wahai brengsek,toxic
5320,id1ot,toxic
5321,dasar anak pecundang,toxic
5322,4lay,toxic
5323,jahil,toxic
5324,anjing,toxic
5325,woi us3l3s5 nih,toxic
5326,pemalas,toxic
5327,malesin,toxic
5328,jahat ya,toxic
5329,wahai muk4 dua parah,toxic
5330,nih c3rewet lu,toxic
5331,jorok,toxic
5332,goblokan,toxic
5333,busuk,toxic
5334,eg01s,toxic
5335,kampret beneran,toxic
5336,p3ng4c4u,toxic
5337,dasar manusia brengsek,toxic
5338,oi goblokan,toxic
5339,goblok4n,toxic
5340,ta1,toxic
5341,si loser,toxic
5342,eh rusak,toxic
5343,nakal sih,toxic
5344,kasar,toxic
5345,dasar lu g0bl0kan ya,toxic
5346,sinting cuk,toxic
5347,kamu peng4cau sih,toxic
5348,dasar anak songong,toxic
5349,oi ngehe,toxic
5350,kampungan,toxic
5351,si sampah,toxic
5352,si ngawur,toxic
5353,nih p3ngkh14n4t bang,toxic
5354,stress,toxic
5355,kurangajar,toxic
5356,pecund4ng,toxic
5357,k4mpungan,toxic
5358,otakudang sekali,toxic
5359,j4h1l,toxic
5360,oi sampah,toxic
5361,wahai ngeyel,toxic
5362,pem4rah,toxic
5363,m4la5,toxic
5364,ng4wur,toxic
5365,woi ngehe amat,toxic
5366,useless beneran,toxic
5367,malas parah,toxic
5368,dasar anak penipu,toxic
5369,kamu 4l4y bro,toxic
5370,p4yah,toxic
5371,kasar beneran,toxic
5372,arogan sih,toxic
5373,pengacau,toxic
5374,jorok bang,toxic
5375,eh b3go banget,toxic
5376,woi kasar,toxic
5377,tukangfitnah,toxic
5378,bacot sih,toxic
5379,dasar anak berandal banget,toxic
5380,si ker4s kep4la beneran,toxic
5381,b3r4nd4l,toxic
5382,kasar,toxic
5383,cacat sekali,toxic
5384,kamu b3r1sik bang,toxic
5385,nih br3ngo5 banget,toxic
5386,malesin abis,toxic
5387,dasar manusia gobl0k4n bro,toxic
5388,stress,toxic
5389,idiot4n,toxic
5390,kau jorok,toxic
5391,dasar manusia begokan nih,toxic
5392,wahai arogan,toxic
5393,pengacau,toxic
5394,dasar manusia 5i4lan kau,toxic
5395,u53l355,toxic
5396,ngehe,toxic
5397,kau ngawur cuk,toxic
5398,dasar anak begokan,toxic
5399,ng3he,toxic
5400,idiotan banget,toxic
5401,brengsek abis,toxic
5402,jahat sekali,toxic
5403,kau bangsat,toxic
5404,lebay,toxic
5405,dasar manusia c4c4t parah,toxic
5406,idiotan amat,toxic
5407,arogan,toxic
5408,parasit,toxic
5409,s1nt1ng,toxic
5410,songong,toxic
5411,wahai b3r15ik bro,toxic
5412,p3nipu,toxic
5413,dasar bego,toxic
5414,dasar manusia 5tress woy,toxic
5415,idi0t,toxic
5416,dasar manusia lemot,toxic
5417,nih 0takudang sekali,toxic
5418,5tress,toxic
5419,lemot amat,toxic
5420,kampret,toxic
5421,pemalas amat,toxic
5422,hei jahil,toxic
5423,us3le55,toxic
5424,wahai malesin,toxic
5425,nyebelin ya,toxic
5426,kamu muka dua bang,toxic
5427,p4y4h,toxic
5428,keras kepala,toxic
5429,eh ngehe,toxic
5430,wahai taikucing,toxic
5431,dasar manusia cer3w3t bang,toxic
5432,nih garing sih,toxic
5433,kamu lebay,toxic
5434,si paling par4sit kau,toxic
5435,wahai bac0t kau,toxic
5436,si m4la5 lu,toxic
5437,nih bajingan,toxic
5438,sombong,toxic
5439,hei pembohong,toxic
5440,pengkhian4t,toxic
5441,si paling rese,toxic
5442,s0ng0ng,toxic
5443,nih begokan,toxic
5444,s4mp4h,toxic
5445,idiotan,toxic
5446,woi taikucing,toxic
5447,kamu nyebelin,toxic
5448,p3mal45,toxic
5449,lebay,toxic
5450,si paling m4l45 bro,toxic
5451,setan,toxic
5452,nih taiay4m parah,toxic
5453,tai,toxic
5454,jahil cuk,toxic
5455,idiotan,toxic
5456,b3gokan,toxic
5457,berisik abis,toxic
5458,nih muka dua,toxic
5459,eh 4mpas lu,toxic
5460,begokan amat,toxic
5461,nih jahil sih,toxic
5462,ngeyel kau,toxic
5463,brengsek beneran,toxic
5464,pecundang,toxic
5465,cer3wet,toxic
5466,dasar g4ring woy,toxic
5467,jelek abis,toxic
5468,munafik,toxic
5469,j4hat,toxic
5470,kau brengsek,toxic
5471,busuk abis,toxic
5472,oi malas,toxic
5473,53tan,toxic
5474,oi bangsat,toxic
5475,cacat,toxic
5476,dasar br3ng5ek cuk,toxic
5477,eh loser bro,toxic
5478,oi c4c4t bro,toxic
5479,bajingan,toxic
5480,payah,toxic
5481,t0lol,toxic
5482,oi p3m4la5 abis,toxic
5483,hei j3l3k amat,toxic
5484,dasar manusia penipu,toxic
5485,dasar manusia k0tor ya,toxic
5486,jorok lu,toxic
5487,dasar anak ru54k nih,toxic
5488,kurangajar sekali,toxic
5489,julid amat,toxic
5490,muka dua,toxic
5491,soktau bang,toxic
5492,pengacau,toxic
5493,ng3h3,toxic
5494,wahai ampas,toxic
5495,nakal,toxic
5496,goblokan,toxic
5497,p3nipu,toxic
5498,1d1ot,toxic
5499,woi malas,toxic
5500,si goblokan,toxic
5501,gila lu,toxic
5502,ngeyel bang,toxic
5503,dasar manusia kurang4j4r ya,toxic
5504,nih penipu,toxic
5505,dungu kau,toxic
5506,dasar lu g4ring parah,toxic
5507,goblokan kau,toxic
5508,eh ru54k woy,toxic
5509,jahat parah,toxic
5510,bacot,toxic
5511,loser woy,toxic
5512,loser,toxic
5513,dasar br3ng0s bro,toxic
5514,jah1l,toxic
5515,pengacau beneran,toxic
5516,wahai p3m4las parah,toxic
5517,songong,toxic
5518,5omb0ng,toxic
5519,dasar lu jahil,toxic
5520,setan,toxic
5521,si cerewet,toxic
5522,si pemboh0ng sih,toxic
5523,hei 4njing sekali,toxic
5524,tukangfitn4h,toxic
5525,tukangfitnah,toxic
5526,ampas sih,toxic
5527,wahai dungu,toxic
5528,begokan,toxic
5529,kau b0doh banget,toxic
5530,taiayam,toxic
5531,otakudang beneran,toxic
5532,norak bang,toxic
5533,keras kepala,toxic
5534,p3ngkh1anat,toxic
5535,taiayam woy,toxic
5536,p3cundang,toxic
5537,busuk,toxic
5538,dasar lu kampung4n lu,toxic
5539,pemalas sih,toxic
5540,cupu,toxic
5541,pecundang,toxic
5542,sinting,toxic
5543,egois,toxic
5544,rusak,toxic
5545,kamu biadab ya,toxic
5546,hei s3t4n sekali,toxic
5547,dasar manusia cupu,toxic
5548,si paling bodoh,toxic
5549,edan,toxic
5550,dungu,toxic
5551,anjing amat,toxic
5552,dasar anak tuk4ngf1tn4h sih,toxic
5553,berisik parah,toxic
5554,idiotan banget,toxic
5555,dasar manusia busuk,toxic
5556,j4h4t,toxic
5557,beg0kan,toxic
5558,si berandal,toxic
5559,useless,toxic
5560,kamu 50mb0ng kau,toxic
5561,woi taikuc1ng kau,toxic
5562,biadab cuk,toxic
5563,dasar anak k0t0r cuk,toxic
5564,tai,toxic
5565,dasar bodoh,toxic
5566,egois bang,toxic
5567,taikucing parah,toxic
5568,ampas amat,toxic
5569,payah beneran,toxic
5570,wahai j3l3k banget,toxic
5571,sombong,toxic
5572,si paling taiayam,toxic
5573,malesin lu,toxic
5574,g4ring,toxic
5575,malesin banget,toxic
5576,woi us3l355 ya,toxic
5577,ampas,toxic
5578,dasar anak g0bl0kan banget,toxic
5579,wahai sinting,toxic
5580,brengs3klu,toxic
5581,dasar manusia p4r4sit beneran,toxic
5582,5inting,toxic
5583,useless,toxic
5584,berisik kau,toxic
5585,wahai keparat beneran,toxic
5586,brengseklu bang,toxic
5587,dasar anak 4rog4n nih,toxic
5588,kampungan,toxic
5589,goblokan,toxic
5590,soktau,toxic
5591,dasar jahat,toxic
5592,dasar arogan,toxic
5593,si sombong,toxic
5594,nyebelin,toxic
5595,goblok,toxic
5596,idiot parah,toxic
5597,4l4y,toxic
5598,si lebay,toxic
5599,si paling pem4las ya,toxic
5600,bodoh,toxic
5601,wahai id10t ya,toxic
5602,dungu ya,toxic
5603,taiayam sih,toxic
5604,jahil lu,toxic
5605,j4hat,toxic
5606,loser,toxic
5607,si penipu,toxic
5608,nih cerewet,toxic
5609,kamu kotor,toxic
5610,ng3yel,toxic
5611,b4ng54t,toxic
5612,dasar manusia ngawur,toxic
5613,kampret,toxic
5614,rusak lu,toxic
5615,oi n4kal ya,toxic
5616,dasar lu b4ngsat bang,toxic
5617,jor0k,toxic
5618,p3nipu,toxic
5619,songong,toxic
5620,sialan,toxic
5621,julid,toxic
5622,kampungan ya,toxic
5623,soktau,toxic
5624,goblokan,toxic
5625,bangsat sekali,toxic
5626,p3m4las,toxic
5627,g1la,toxic
5628,busuk lu,toxic
5629,begokan,toxic
5630,kamu lemot,toxic
5631,wahai ampas,toxic
5632,kamu g1l4 kau,toxic
5633,5tr355,toxic
5634,wahai pecundang cuk,toxic
5635,dasar lu bac0t bang,toxic
5636,p4y4h,toxic
5637,si paling bu5uk sekali,toxic
5638,kampret parah,toxic
5639,p3mal4s,toxic
5640,lebay,toxic
5641,kurangajar,toxic
5642,woi ngawur,toxic
5643,keras kepala bang,toxic
5644,si paling busuk,toxic
5645,bacot woy,toxic
5646,eh t0l0l nih,toxic
5647,cerew3t,toxic
5648,dasar lu ngehe,toxic
5649,eh setan,toxic
5650,oi tololan,toxic
5651,garing,toxic
5652,tai bro,toxic
5653,wahai arogan,toxic
5654,brengos sih,toxic
5655,c3rew3t,toxic
5656,ngeyel woy,toxic
5657,brengos abis,toxic
5658,lemot,toxic
5659,songong sekali,toxic
5660,jelek,toxic
5661,cupu,toxic
5662,pengkhi4n4t,toxic
5663,pecundang,toxic
5664,goblok lu,toxic
5665,si tukangfitnah,toxic
5666,si paling setan ya,toxic
5667,si paling 0takudang kau,toxic
5668,jelek woy,toxic
5669,si 0t4kud4ng kau,toxic
5670,setan abis,toxic
5671,nih 51nt1ng sih,toxic
5672,berisik bro,toxic
5673,hei norak abis,toxic
5674,pembohong,toxic
5675,dasar anak idiotan,toxic
5676,dungu woy,toxic
5677,g4r1ng,toxic
5678,nyebelin,toxic
5679,busuk abis,toxic
5680,kau lemot,toxic
5681,dasar lu taiayam,toxic
5682,berisik,toxic
5683,hei dungu,toxic
5684,kau rusak,toxic
5685,rese,toxic
5686,nih payah,toxic
5687,dasar lu kot0r bang,toxic
5688,brengs3k,toxic
5689,egois,toxic
5690,oi pengkhianat beneran,toxic
5691,nih cacat,toxic
5692,sampah,toxic
5693,munafik,toxic
5694,kamu b3go sekali,toxic
5695,begokan,toxic
5696,pemalas nih,toxic
5697,dasar anak muka dua,toxic
5698,sinting abis,toxic
5699,b4ngsat,toxic
5700,s0ngong,toxic
5701,anjing kau,toxic
5702,dasar l0s3r abis,toxic
5703,goblokan,toxic
5704,bajingan,toxic
5705,b3g0kan,toxic
5706,nih useless,toxic
5707,si paling ng4wur abis,toxic
5708,munafik,toxic
5709,si pengkhianat,toxic
5710,pen1pu,toxic
5711,cupu,toxic
5712,tolol,toxic
5713,munafik,toxic
5714,wahai pengacau,toxic
5715,wahai tukangfitnah banget,toxic
5716,kau tai,toxic
5717,nih ampas,toxic
5718,mal45,toxic
5719,biadab,toxic
5720,bacot nih,toxic
5721,edan nih,toxic
5722,3go1s,toxic
5723,si paling idiotan,toxic
5724,julid,toxic
5725,nih b3g0 sekali,toxic
5726,51nt1ng,toxic
5727,anjing,toxic
5728,kampungan,toxic
5729,k3parat,toxic
5730,dasar lu arog4n sih,toxic
5731,sialan kau,toxic
5732,kamu bajingan,toxic
5733,si paling kurangajar,toxic
5734,nih 4mpa5 lu,toxic
5735,songong kau,toxic
5736,keras kepala ya,toxic
5737,pemalas beneran,toxic
5738,egois,toxic
5739,si paling penipu,toxic
5740,p4r45it,toxic
5741,dasar manusia 4mp4s amat,toxic
5742,brengseklu woy,toxic
5743,egois lu,toxic
5744,re53,toxic
5745,edan kau,toxic
5746,l0ser,toxic
5747,dasar anak 5okt4u ya,toxic
5748,wahai brengs3klu ya,toxic
5749,woi sampah,toxic
5750,ngeyel,toxic
5751,sombong,toxic
5752,penipu banget,toxic
5753,rusak,toxic
5754,setan,toxic
5755,rusak,toxic
5756,hei l3b4y bang,toxic
5757,wahai alay,toxic
5758,wahai jahil,toxic
5759,pemalas,toxic
5760,woi pengkhianat,toxic
5761,dasar anak p3ngkh14n4t banget,toxic
5762,bacot,toxic
5763,loser,toxic
5764,eh loser,toxic
5765,sombong woy,toxic
5766,eh payah,toxic
5767,dasar anak u53le55 bang,toxic
5768,muka dua,toxic
5769,oi idiotan,toxic
5770,berandal,toxic
5771,nyebelin kau,toxic
5772,otakud4ng,toxic
5773,jahat,toxic
5774,lemot,toxic
5775,p4r4sit,toxic
5776,woi stress,toxic
5777,edan banget,toxic
5778,jah4t,toxic
5779,edan,toxic
5780,eh taiayam,toxic
5781,si paling tukangf1tnah kau,toxic
5782,nih gar1ng kau,toxic
5783,p3m4las,toxic
5784,eh rusak cuk,toxic
5785,si pecundang,toxic
5786,kau kurangajar,toxic
5787,setan,toxic
5788,dasar pemalas,toxic
5789,nakal sih,toxic
5790,sombong,toxic
5791,woi p4r4s1t cuk,toxic
5792,jul1d,toxic
5793,pemboh0ng,toxic
5794,tolol,toxic
5795,si idiotan,toxic
5796,si paling sombong,toxic
5797,brengos bang,toxic
5798,ngehe,toxic
5799,muka du4,toxic
5800,soktau,toxic
5801,dasar nyeb3l1n beneran,toxic
5802,jahat amat,toxic
5803,s3t4n,toxic
5804,wahai rusak,toxic
5805,rese cuk,toxic
5806,wahai berisik,toxic
5807,n4k4l,toxic
5808,bangsat cuk,toxic
5809,ngehe,toxic
5810,sinting abis,toxic
5811,tukangfitnah cuk,toxic
5812,nakal,toxic
5813,kasar,toxic
5814,br3ngs3klu,toxic
5815,begok4n,toxic
5816,dasar lu t0l0l ya,toxic
5817,bacot abis,toxic
5818,lemot,toxic
5819,soktau ya,toxic
5820,taikuc1ng,toxic
5821,1diot,toxic
5822,si paling egois,toxic
5823,oi parasit,toxic
5824,bangsat beneran,toxic
5825,idiotan kau,toxic
5826,dasar lu brengos,toxic
5827,brengsek woy,toxic
5828,leb4y,toxic
5829,bod0h,toxic
5830,brengos,toxic
5831,kamu bac0t bang,toxic
5832,dasar anak jul1d abis,toxic
5833,eh gar1ng parah,toxic
5834,s0ng0ng,toxic
5835,dasar anak penipu,toxic
5836,5oktau,toxic
5837,cerewet,toxic
5838,muka du4,toxic
5839,si kotor,toxic
5840,begokan banget,toxic
5841,woi tolol4n parah,toxic
5842,jelek nih,toxic
5843,pemalas,toxic
5844,stress,toxic
5845,b3r1sik,toxic
5846,wahai 5ialan bang,toxic
5847,wahai keras kepala,toxic
5848,si paling pemarah,toxic
5849,arogan sih,toxic
5850,ng4wur,toxic
5851,cupu,toxic
5852,kau p3ng4cau abis,toxic
5853,lebay,toxic
5854,pemarah,toxic
5855,ngeyel lu,toxic
5856,b4jingan,toxic
5857,dasar manusia kampret,toxic
5858,si bodoh,toxic
5859,cupu beneran,toxic
5860,dasar manusia edan,toxic
5861,parasit,toxic
5862,dasar j0r0k nih,toxic
5863,biadab,toxic
5864,pengkhianat banget,toxic
5865,si cupu,toxic
5866,dasar lu taikucing,toxic
5867,setan parah,toxic
5868,sampah,toxic
5869,nih kampret,toxic
5870,stress,toxic
5871,kera5 kepal4,toxic
5872,hei j4h4t beneran,toxic
5873,payah woy,toxic
5874,brengsek,toxic
5875,dasar kasar bang,toxic
5876,br3ngos,toxic
5877,eh bajingan,toxic
5878,kau tololan,toxic
5879,malas lu,toxic
5880,parasit,toxic
5881,dasar manusia setan,toxic
5882,si soktau,toxic
5883,woi keras kepala,toxic
5884,julid,toxic
5885,pengkhianat amat,toxic
5886,dasar manusia j3l3k beneran,toxic
5887,tai,toxic
5888,pemalas bro,toxic
5889,dasar sampah ya,toxic
5890,stress sekali,toxic
5891,stress lu,toxic
5892,oi cerewet,toxic
5893,3g015,toxic
5894,rese,toxic
5895,hei peng4cau sekali,toxic
5896,dungu banget,toxic
5897,si paling brengos,toxic
5898,pemarah cuk,toxic
5899,hei biadab,toxic
5900,eh j0r0k kau,toxic
5901,oi jul1d parah,toxic
5902,eh penipu,toxic
5903,kurangajar abis,toxic
5904,woi k3ras kep4l4 sih,toxic
5905,bod0h,toxic
5906,lebay,toxic
5907,eh dungu amat,toxic
5908,bodoh,toxic
5909,dasar lu bu5uk nih,toxic
5910,si paling bac0t cuk,toxic
5911,kotor,toxic
5912,hei lebay,toxic
5913,kasar beneran,toxic
5914,p3mb0hong,toxic
5915,ampas sekali,toxic
5916,anjing,toxic
5917,kau sokt4u beneran,toxic
5918,kasar,toxic
5919,m4las,toxic
5920,kamu jah1l sekali,toxic
5921,si paling dungu,toxic
5922,dasar ot4kud4ng woy,toxic
5923,hei edan,toxic
5924,brengseklu bro,toxic
5925,pemar4h,toxic
5926,5tre55,toxic
5927,4mpa5,toxic
5928,l3m0t,toxic
5929,rusak bang,toxic
5930,kamu anjing,toxic
5931,julid,toxic
5932,sinting ya,toxic
5933,b4jingan,toxic
5934,dasar b3risik cuk,toxic
5935,nyebelin,toxic
5936,keras kepala,toxic
5937,keras kepala parah,toxic
5938,id1ot4n,toxic
5939,nih jelek,toxic
5940,garing,toxic
5941,cupu,toxic
5942,kamu kampret,toxic
5943,bego abis,toxic
5944,kampungan,toxic
5945,kau ego1s bang,toxic
5946,kasar cuk,toxic
5947,bi4d4b,toxic
5948,kotor parah,toxic
5949,tai beneran,toxic
5950,cerewet,toxic
5951,leb4y,toxic
5952,ampas,toxic
5953,cupu ya,toxic
5954,kau brengos,toxic
5955,wahai taiayam,toxic
5956,rusak,toxic
5957,sombong,toxic
5958,oi re53 abis,toxic
5959,nyebelin parah,toxic
5960,eh alay,toxic
5961,nih penipu,toxic
5962,hei pengacau,toxic
5963,nih t0lolan abis,toxic
5964,amp45,toxic
5965,j4h1l,toxic
5966,b3randal,toxic
5967,dasar manusia k454r ya,toxic
5968,dungu bang,toxic
5969,oi tuk4ngf1tn4h cuk,toxic
5970,ny3bel1n,toxic
5971,si paling brengsek,toxic
5972,si paling garing,toxic
5973,pecundang,toxic
5974,cac4t,toxic
5975,si paling tololan,toxic
5976,54mp4h,toxic
5977,brengos,toxic
5978,norak bang,toxic
5979,kamu kasar,toxic
5980,oi 51alan parah,toxic
5981,goblokan,toxic
5982,edan,toxic
5983,jul1d,toxic
5984,tai,toxic
5985,pengacau sih,toxic
5986,hei taiayam beneran,toxic
5987,bodoh,toxic
5988,kampret,toxic
5989,ngawur,toxic
5990,si paling kampret banget,toxic
5991,kotor,toxic
5992,kau 4lay beneran,toxic
5993,tolol,toxic
5994,eh ngawur,toxic
5995,si t4i beneran,toxic
5996,si paling b3go kau,toxic
5997,dasar anak nakal cuk,toxic
5998,dasar manusia 4mp4s sih,toxic
5999,norak parah,toxic
6000,k0tor,toxic
6001,dasar idiotan banget,toxic
6002,tai,toxic
6003,woi b4ng54t banget,toxic
6004,t0l0lan,toxic
6005,berand4l,toxic
6006,munafik beneran,toxic
6007,edan bro,toxic
6008,p3n1pu,toxic
6009,kurangajar,toxic
6010,brengsek bro,toxic
6011,dasar manusia bu5uk bro,toxic
6012,norak,toxic
6013,si useless banget,toxic
6014,eh breng5ek banget,toxic
6015,nor4k,toxic
6016,breng53klu,toxic
6017,julid abis,toxic
6018,oi br3ng05 abis,toxic
6019,ampas,toxic
6020,busuk,toxic
6021,si brengos,toxic
6022,kampungan,toxic
6023,gil4,toxic
6024,malas sekali,toxic
6025,dungu woy,toxic
6026,tolol,toxic
6027,pecundang sih,toxic
6028,woi sialan,toxic
6029,g1la,toxic
6030,set4n,toxic
6031,50kt4u,toxic
6032,si paling pemarah,toxic
6033,dasar lu anjing lu,toxic
6034,wahai tukangf1tnah sekali,toxic
6035,id10t,toxic
6036,kau 1d1ot bro,toxic
6037,mun4f1k,toxic
6038,c3rewet,toxic
6039,jah1l,toxic
6040,bajingan parah,toxic
6041,nih edan,toxic
6042,male5in,toxic
6043,cac4t,toxic
6044,tukangfitnah beneran,toxic
6045,cupu,toxic
6046,anjing woy,toxic
6047,woi jelek nih,toxic
6048,bodoh lu,toxic
6049,jahat cuk,toxic
6050,hei pemarah,toxic
6051,taiayam bro,toxic
6052,penipu,toxic
6053,si 3go15 parah,toxic
6054,j0rok,toxic
6055,tai banget,toxic
6056,nih kurangaj4r beneran,toxic
6057,si paling tololan,toxic
6058,peng4c4u,toxic
6059,malesin,toxic
6060,g0bl0kan,toxic
6061,payah sih,toxic
6062,dasar taiay4m cuk,toxic
6063,si paling tolol,toxic
6064,wahai cac4t banget,toxic
6065,hei jul1d amat,toxic
6066,t4i,toxic
6067,hei 5ialan woy,toxic
6068,dasar anak pemalas,toxic
6069,si arogan,toxic
6070,bacot,toxic
6071,eh kotor,toxic
6072,4l4y,toxic
6073,rusak sih,toxic
6074,dasar lu b3g0k4n kau,toxic
6075,eh berandal,toxic
6076,busuk,toxic
6077,stress,toxic
6078,nih pengkh14n4t amat,toxic
6079,kau ngawur,toxic
6080,dasar lu norak,toxic
6081,woi loser,toxic
6082,kasar sih,toxic
6083,kau id10t4n sih,toxic
6084,wahai brengsek,toxic
6085,julid,toxic
6086,dasar manusia jorok,toxic
6087,si paling berisik,toxic
6088,goblokan,toxic
6089,woi pemalas,toxic
6090,keparat,toxic
6091,woi setan,toxic
6092,dasar manusia idiotan,toxic
6093,dasar idiotan,toxic
6094,kau otakudang,toxic
6095,dasar sinting,toxic
6096,brengos,toxic
6097,si paling rusak banget,toxic
6098,dasar lu jah4t beneran,toxic
6099,berisik,toxic
6100,pemarah sih,toxic
6101,nor4k,toxic
6102,oi busuk,toxic
6103,garing bang,toxic
6104,alay,toxic
6105,dasar lu 5oktau lu,toxic
6106,dungu,toxic
6107,rus4k,toxic
6108,dasar manusia b4ng54t sekali,toxic
6109,par4sit,toxic
6110,hei bajingan,toxic
6111,si paling malas,toxic
6112,brengsek,toxic
6113,tai sih,toxic
6114,otakudang amat,toxic
6115,br3ng5eklu,toxic
6116,biadab,toxic
6117,dasar kurangajar,toxic
6118,lebay sekali,toxic
6119,dasar anak 5tr3ss amat,toxic
6120,1d1otan,toxic
6121,julid,toxic
6122,c3r3wet,toxic
6123,parasit lu,toxic
6124,kurangajar ya,toxic
6125,malas woy,toxic
6126,ngawur,toxic
6127,songong,toxic
6128,bajingan bro,toxic
6129,bacot,toxic
6130,hei brengsek,toxic
6131,idiot banget,toxic
6132,brengsek lu,toxic
6133,si 5etan cuk,toxic
6134,woi t0lol4n kau,toxic
6135,nih otakudang,toxic
6136,kau kur4ngajar nih,toxic
6137,nih ng3h3 bang,toxic
6138,kamu jelek,toxic
6139,soktau,toxic
6140,p3ngkh1anat,toxic
6141,wahai setan,toxic
6142,ru54k,toxic
6143,wahai pecundang,toxic
6144,rusak woy,toxic
6145,tai,toxic
6146,bego,toxic
6147,oi egois,toxic
6148,dasar manusia pengacau,toxic
6149,si dungu,toxic
6150,eh sampah,toxic
6151,brengseklu,toxic
6152,sampah,toxic
